timecode,character
3.158110883,HAN
3.1622176591,HAN
3.1663244353,HAN
3.1765913758,HAN
3.18275154,HAN
3.1868583162,HAN
3.1909650924,HAN
3.1950718686,HAN
3.2114989733,HAN
3.2135523614,HAN
3.2156057495,HAN
3.2176591376,HAN
3.2217659138,HAN
3.2238193018,HAN
3.2258726899,HAN
3.227926078,HAN
3.2299794661,HAN
3.2381930185,HAN
3.2422997947,HAN
3.2443531828,HAN
3.2484599589,HAN
3.2525667351,HAN
3.2689938398,HAN
3.2710472279,HAN
3.2751540041,HAN
3.2792607803,HAN
3.2813141684,HAN
3.2833675565,HAN
3.2936344969,HAN
3.2977412731,HAN
3.2997946612,HAN
3.3039014374,HAN
3.3059548255,HAN
3.3121149897,HAN
3.3141683778,HAN
3.3223819302,HAN
3.3264887064,HAN
3.340862423,HAN
3.3572895277,HAN
3.3737166324,HAN
3.3778234086,HAN
3.386036961,HAN
3.4024640657,HAN
3.4106776181,HAN
3.4127310062,HAN
3.4209445585,HAN
3.4271047228,HAN
3.4291581109,HAN
3.9507186858,HAN
3.9650924025,HAN
3.9671457906,HAN
3.9876796715,HAN
3.9958932238,HAN
3.9979466119,HAN
4.0107142857,HAN
4.0178571429,HAN
4.0214285714,HAN
4.025,HAN
4.0321428571,HAN
4.0357142857,HAN
4.0607142857,HAN
4.075,HAN
4.0785714286,HAN
4.0857142857,HAN
4.0892857143,HAN
4.0928571429,HAN
4.0964285714,HAN
4.1107142857,HAN
4.1178571429,HAN
4.3035714286,HAN
4.35,HAN
4.3785714286,HAN
4.3857142857,HAN
4.3892857143,HAN
4.4,HAN
4.4035714286,HAN
4.4142857143,HAN
4.4357142857,HAN
4.45,HAN
4.4607142857,HAN
4.4642857143,HAN
4.4785714286,HAN
4.4857142857,HAN
4.4928571429,HAN
4.525,HAN
4.5321428571,HAN
4.5607142857,HAN
4.5642857143,HAN
4.5678571429,HAN
4.5714285714,HAN
4.575,HAN
4.6178571429,HAN
4.6428571429,HAN
4.65,HAN
4.6607142857,HAN
4.6642857143,HAN
4.6678571429,HAN
4.6785714286,HAN
4.6857142857,HAN
4.6892857143,HAN
4.6964285714,HAN
4.7,HAN
4.7071428571,HAN
4.7107142857,HAN
4.7178571429,HAN
4.725,HAN
4.7285714286,HAN
4.7321428571,HAN
4.7464285714,HAN
4.75,HAN
4.7535714286,HAN
4.7678571429,HAN
4.7714285714,HAN
4.7892857143,HAN
4.7928571429,HAN
4.7964285714,HAN
4.8285714286,HAN
4.9857142857,HAN
4.9892857143,HAN
5,HAN
5.0514705882,HAN
5.0735294118,HAN
5.0955882353,HAN
5.1029411765,HAN
5.1397058824,HAN
5.1470588235,HAN
5.1764705882,HAN
5.2352941176,HAN
5.25,HAN
5.2794117647,HAN
5.3014705882,HAN
5.3088235294,HAN
5.3676470588,HAN
5.375,HAN
5.3823529412,HAN
5.4117647059,HAN
5.4191176471,HAN
5.4264705882,HAN
5.4411764706,HAN
5.4485294118,HAN
5.4632352941,HAN
5.4926470588,HAN
5.5,HAN
5.5073529412,HAN
5.5220588235,HAN
5.5294117647,HAN
5.5367647059,HAN
5.5588235294,HAN
5.5882352941,HAN
5.6029411765,HAN
5.6176470588,HAN
5.6323529412,HAN
5.6470588235,HAN
5.7058823529,HAN
5.7867647059,HAN
5.7941176471,HAN
5.8308823529,HAN
5.8455882353,HAN
5.8529411765,HAN
5.8602941176,HAN
5.8676470588,HAN
5.8823529412,HAN
5.9779411765,HAN
5.9926470588,HAN
6.3582089552,HAN
6.3619402985,HAN
6.3656716418,HAN
6.3694029851,HAN
6.3731343284,HAN
6.3768656716,HAN
6.3843283582,HAN
6.3880597015,HAN
6.4067164179,HAN
6.4104477612,HAN
6.4141791045,HAN
6.4179104478,HAN
6.4253731343,HAN
6.4328358209,HAN
6.4402985075,HAN
6.447761194,HAN
6.4552238806,HAN
6.4626865672,HAN
6.4664179104,HAN
6.473880597,HAN
6.4850746269,HAN
6.4888059701,HAN
6.4925373134,HAN
6.4962686567,HAN
6.5074626866,HAN
6.5186567164,HAN
6.5597014925,HAN
6.5671641791,HAN
6.5858208955,HAN
6.5895522388,HAN
6.6044776119,HAN
6.6119402985,HAN
6.6156716418,HAN
6.6305970149,HAN
6.6380597015,HAN
6.6455223881,HAN
6.6492537313,HAN
6.6828358209,HAN
6.6902985075,HAN
6.7052238806,HAN
6.7126865672,HAN
6.7201492537,HAN
6.7276119403,HAN
6.7313432836,HAN
6.7388059701,HAN
6.7425373134,HAN
6.7574626866,HAN
6.7611940299,HAN
6.8171641791,HAN
6.8246268657,HAN
6.8320895522,HAN
6.8395522388,HAN
6.8470149254,HAN
6.8507462687,HAN
6.8544776119,HAN
6.8731343284,HAN
6.8768656716,HAN
6.8805970149,HAN
6.8992537313,HAN
